,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
11746,3637562,No,6.0,30,E1,71.43,76.19,2.78,No,No,Male,Direct,4,ERS,Chennai,34,Joined
11747,3637568,Yes,17.0,30,E2,42.86,32.65,-7.14,No,No,Male,Employee Referral,6,EAS,Gurgaon,34,Joined
11749,3637706,No,1.0,30,E1,25.0,8.0,-13.6,No,No,Male,Direct,1,INFRA,Chennai,34,Not Joined
11750,3637720,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11751,3637724,No,4.0,0,E2,30.0,30.0,0.0,No,No,Female,Direct,4,INFRA,Hyderabad,34,Joined
11753,3637797,Yes,18.0,30,E1,26.0,30.0,3.17,No,No,Female,Direct,4,EAS,Noida,34,Joined
11755,3637838,No,2.0,0,E1,11.11,-1.11,-11.0,No,Yes,Male,Agency,7,ERS,Chennai,34,Joined
11756,3637883,No,2.0,30,E1,51.52,34.85,-11.0,No,No,Male,Agency,5,ERS,Bangalore,34,Joined
11758,3637913,No,4.0,30,E1,50.0,63.64,9.09,No,Yes,Male,Direct,1,ERS,Chennai,34,Joined
11759,3637988,No,11.0,0,E1,55.56,55.56,0.0,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
11760,3638010,No,2.0,30,E1,60.0,42.0,-11.25,No,Yes,Male,Agency,2,ERS,Bangalore,34,Joined
11764,3638116,No,21.189619305179946,0,E0,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Direct,0,BSERV,Chennai,34,Not Joined
11765,3638165,No,21.189619305179946,30,E2,30.43,28.55,-1.44,No,No,Male,Direct,5,Healthcare,Hyderabad,34,Not Joined
11767,3638247,No,5.0,0,E1,40.63,25.0,-11.11,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
11770,3638301,No,3.0,0,E1,20.69,29.31,7.14,No,No,Male,Direct,9,ETS,Bangalore,34,Joined
11772,3638310,Yes,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Not Joined
11774,3638331,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11776,3638372,Yes,19.0,0,E1,20.37,20.37,0.0,Yes,Yes,Female,Employee Referral,3,ETS,Hyderabad,34,Joined
11777,3638439,No,1.0,30,E1,46.15,46.15,0.0,No,Yes,Male,Direct,2,ERS,Chennai,34,Joined
11778,3638456,No,3.0,30,E2,35.42,35.42,0.0,No,Yes,Male,Direct,4,INFRA,Noida,34,Joined
11779,3638663,Yes,8.0,30,E1,36.36,27.27,-6.67,No,Yes,Male,Employee Referral,4,ETS,Bangalore,34,Joined
11780,3638834,No,2.0,30,E1,31.25,25.0,-4.76,No,Yes,Male,Employee Referral,3,ETS,Chennai,34,Joined
11781,3638842,No,21.189619305179946,0,E2,10.09,10.09,0.0,No,No,Female,Employee Referral,7,SALES,Bangalore,34,Joined
11782,3639026,No,12.0,0,E2,61.29,54.84,-4.0,No,Yes,Female,Employee Referral,4,INFRA,Noida,34,Joined
11783,3639052,No,0.0,0,E1,46.67,44.0,-1.82,No,No,Female,Employee Referral,1,INFRA,Noida,34,Joined
11784,3639633,Yes,27.0,30,E1,47.62,61.9,9.68,No,No,Male,Direct,4,EAS,Chennai,34,Joined
11785,3642977,Yes,3.0,60,E1,37.25,37.25,0.0,No,No,Male,Employee Referral,4,ERS,Bangalore,34,Joined
11786,3643210,No,34.0,30,E1,59.09,36.36,-14.29,No,Yes,Male,Agency,3,ERS,Pune,34,Joined
11787,3643316,Yes,31.0,30,E1,55.53,49.98,-3.57,No,No,Male,Employee Referral,2,INFRA,Noida,34,Joined
11789,3643352,No,20.0,60,E2,42.86,35.71,-5.0,No,No,Male,Employee Referral,5,BFSI,Chennai,34,Joined
11790,3643392,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11791,3643442,Yes,33.0,60,E1,16.44,9.59,-5.88,Yes,No,Male,Agency,6,AXON,Noida,34,Joined
11792,3643447,No,12.0,30,E3,25.0,25.0,0.0,No,Yes,Male,Employee Referral,8,INFRA,Chennai,34,Joined
11794,3643574,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11795,3643612,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11796,3643671,No,6.0,30,E1,52.0,24.0,-18.42,No,No,Male,Agency,3,ETS,Bangalore,34,Not Joined
11797,3643726,Yes,6.0,30,E1,58.14,44.19,-8.82,No,No,Female,Agency,3,ETS,Bangalore,34,Joined
11800,3644063,Yes,2.0,30,E1,54.76,61.9,4.62,No,No,Male,Direct,3,ETS,Bangalore,34,Joined
11801,3644080,Yes,20.0,30,E1,44.74,18.42,-18.18,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
11802,3644082,No,2.0,0,E1,25.0,37.5,10.0,No,No,Male,Employee Referral,2,INFRA,Chennai,34,Joined
11803,3644500,No,0.0,30,E1,63.46,63.46,0.0,No,Yes,Male,Direct,2,ERS,Chennai,34,Joined
11805,3644532,No,21.189619305179946,30,E1,33.09,32.4,-0.52,No,No,Male,Direct,3,CORP,Noida,34,Not Joined
11806,3644573,No,32.0,30,E1,35.42,14.58,-15.38,No,Yes,Male,Agency,4,ERS,Chennai,34,Joined
11807,3644577,Yes,21.189619305179946,45,E1,33.33,33.33,0.0,No,No,Male,Direct,4,CORP,Noida,34,Joined
11810,3644797,Yes,5.0,0,E1,43.98,43.98,0.0,No,No,Female,Employee Referral,5,ERS,Chennai,34,Joined
11811,3644805,Yes,7.0,0,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,8,INFRA,Bangalore,34,Joined
11812,3644843,No,0.0,30,E1,53.85,53.85,0.0,No,No,Male,Direct,3,INFRA,Noida,34,Joined
11813,3648551,No,2.0,60,E2,0.0,0.0,0.0,Yes,No,Male,Employee Referral,8,ERS,Bangalore,34,Joined
11814,3648792,No,0.0,0,E1,52.17,35.87,-10.71,No,No,Female,Direct,3,AXON,Bangalore,34,Joined
11816,3649111,No,0.0,0,E1,-6.35,-6.35,0.0,No,No,Male,Employee Referral,3,AXON,Bangalore,34,Joined
11817,3649132,No,1.0,0,E1,54.64,32.47,-14.33,No,No,Male,Employee Referral,3,INFRA,Noida,34,Joined
11819,3649157,Yes,18.0,60,E2,-5.08,-5.08,0.0,No,No,Male,Direct,6,INFRA,Noida,34,Joined
11821,3649169,No,5.0,30,E1,6.67,-5.56,-11.46,Yes,No,Male,Direct,2,ERS,Bangalore,34,Joined
11822,3649285,No,21.189619305179946,90,E2,41.83766269635767,33.4,-2.0789156941299427,No,No,Male,Employee Referral,6,INFRA,Noida,34,Not Joined
11826,3649551,No,2.0,0,E1,48.65,48.65,0.0,No,No,Female,Direct,5,ETS,Bangalore,34,Joined
11827,3649635,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11828,3649659,Yes,6.0,60,E1,20.0,30.0,8.33,No,No,Female,Direct,3,EAS,Chennai,34,Joined
11829,3649668,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11830,3649730,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11831,3649748,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11832,3649780,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11834,3649871,No,2.0,30,E2,19.23,19.23,0.0,No,Yes,Male,Agency,5,ERS,Chennai,34,Joined
11835,3649874,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11836,3649947,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11837,3649988,Yes,21.189619305179946,0,E1,26.32,26.32,0.0,No,No,Male,Employee Referral,2,CORP,Chennai,34,Joined
11839,3650311,Yes,4.0,30,E1,20.0,28.0,6.67,No,No,Male,Direct,2,INFRA,Mumbai,34,Joined
11840,3650333,Yes,21.189619305179946,30,E1,27.78,27.78,0.0,No,No,Male,Direct,4,CORP,Noida,34,Joined
11841,3650435,Yes,21.189619305179946,30,E3,16.73,16.73,0.0,No,No,Male,Employee Referral,10,CORP,Noida,34,Not Joined
11842,3650440,No,3.0,30,E1,52.78,44.44,-5.45,No,No,Male,Employee Referral,3,CSMP,Noida,34,Joined
11844,3651140,No,21.189619305179946,30,E1,30.21,30.21,0.0,No,No,Male,Employee Referral,5,SALES,Noida,34,Joined
11846,3654707,No,6.0,30,E1,28.57,42.86,11.11,No,No,Male,Employee Referral,1,INFRA,Others,34,Joined
11847,3654808,Yes,21.189619305179946,30,E1,15.0,15.0,0.0,No,No,Male,Direct,7,CORP,Noida,34,Joined
11849,3655061,Yes,21.189619305179946,30,E1,70.0,70.0,0.0,Yes,No,Female,Agency,4,ETS,Bangalore,34,Not Joined
11850,3655198,No,3.0,0,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,2,INFRA,Chennai,34,Joined
11855,3655825,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11857,3656115,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Bangalore,34,Joined
11859,3656253,No,32.0,0,E2,-2.78,-2.78,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,Joined
11860,3658961,No,0.0,0,E1,53.85,41.03,-8.33,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
11861,3659381,No,2.0,0,E1,50.0,65.0,10.0,No,No,Female,Agency,2,INFRA,Chennai,34,Joined
11862,3659452,No,21.189619305179946,0,E2,41.18,29.41,-8.33,No,No,Male,Agency,4,CORP,Noida,34,Joined
11863,3659524,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11864,3659532,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11865,3659535,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11866,3659553,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11867,3659560,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11868,3659562,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11869,3659639,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11870,3661244,Yes,21.189619305179946,0,E0,41.83766269635767,37.77201584732044,0.0,No,No,Male,Employee Referral,0,BSERV,Hyderabad,34,Joined
11873,3663237,No,31.0,30,E1,9.26,9.26,0.0,No,Yes,Male,Agency,2,ERS,Chennai,34,Joined
11874,3663759,No,0.0,0,E1,28.65,9.38,-14.98,No,No,Male,Employee Referral,1,AXON,Noida,34,Joined
11875,3663798,Yes,6.0,30,E1,40.0,48.0,5.71,No,No,Male,Direct,4,ERS,Chennai,34,Joined
11876,3663824,Yes,6.0,30,E1,54.17,54.17,0.0,No,No,Male,Direct,4,ERS,Chennai,34,Joined
11877,3663903,No,21.189619305179946,0,E0,41.83766269635767,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11878,3663907,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11880,3664069,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11881,3664089,No,5.0,0,E2,20.0,10.0,-8.33,No,No,Male,Direct,8,ETS,Noida,34,Joined
11882,3664090,Yes,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11883,3664136,No,6.0,45,E1,44.44,44.44,0.0,No,No,Female,Agency,3,CSMP,Noida,34,Joined
11884,3664141,Yes,21.189619305179946,30,E2,11.43,11.43,0.0,No,No,Male,Direct,4,CORP,Noida,34,Joined
11886,3664175,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
11887,3664187,Yes,10.0,30,E1,40.63,40.63,0.0,No,Yes,Male,Direct,2,ERS,Chennai,34,Joined
11888,3664197,No,21.189619305179946,0,E0,14.17,14.17,0.0,No,No,Female,Direct,0,BSERV,Hyderabad,34,Joined
11890,3664340,Yes,21.189619305179946,0,E0,15.56,15.56,0.0,No,No,Female,Employee Referral,3,BSERV,Noida,34,Joined
11893,3664468,No,21.189619305179946,0,E0,30.0,30.0,0.0,No,No,Male,Direct,0,BSERV,Hyderabad,34,Joined
11896,3664736,Yes,17.0,0,E2,58.73,46.03,-8.0,No,Yes,Female,Employee Referral,4,INFRA,Noida,34,Joined
11897,3664760,Yes,21.189619305179946,0,E0,0.0,-0.03,-0.03,No,No,Male,Direct,2,BSERV,Noida,34,Joined
11899,3664807,No,21.189619305179946,0,E2,8.33,0.0,-7.69,No,No,Male,Agency,5,INFRA,Chennai,34,Not Joined
11900,3664824,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11901,3664833,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11903,3665051,No,21.189619305179946,30,E2,57.53,57.53,0.0,No,No,Male,Direct,5,BFSI,Mumbai,34,Not Joined
11904,3665333,No,2.0,30,E2,50.0,50.0,0.0,No,Yes,Male,Employee Referral,8,INFRA,Chennai,34,Joined
11905,3671407,No,3.0,30,E1,32.35,30.88,-1.11,No,No,Male,Agency,2,ERS,Chennai,34,Joined
11906,3671468,No,21.189619305179946,0,E0,5.83,5.83,0.0,No,No,Female,Direct,0,BSERV,Hyderabad,34,Joined
11907,3671470,No,3.0,45,E1,29.17,29.17,0.0,No,No,Male,Direct,4,ERS,Noida,34,Joined
11908,3671696,No,3.0,30,E1,28.0,40.0,9.38,No,No,Male,Agency,3,CSMP,Noida,34,Joined
11909,3671764,No,1.0,0,E3,14.81,17.94,2.72,No,No,Male,Direct,8,INFRA,Bangalore,34,Joined
11910,3671947,No,21.189619305179946,0,E0,74.0,74.0,0.0,No,No,Male,Direct,0,BSERV,Hyderabad,34,Joined
11911,3671979,Yes,12.0,0,E1,46.67,44.0,-1.82,No,Yes,Male,Agency,2,INFRA,Chennai,34,Joined
11912,3672027,No,0.0,30,E1,23.81,2.86,-16.92,No,No,Female,Direct,1,INFRA,Noida,34,Joined
11913,3672074,No,20.0,0,E1,30.21,43.23,10.0,No,No,Male,Direct,4,ERS,Chennai,34,Joined
11914,3672247,Yes,8.0,0,E0,30.0,11.11,-14.53,No,No,Male,Direct,1,AXON,Chennai,34,Joined
11915,3672274,Yes,8.0,0,E0,30.0,11.11,-14.53,No,No,Male,Direct,1,AXON,Chennai,34,Joined
11916,3672334,Yes,7.0,0,E0,30.0,11.11,-14.53,No,No,Male,Direct,2,AXON,Chennai,34,Joined
11917,3672372,Yes,7.0,0,E0,30.0,11.11,-14.53,No,No,Male,Direct,1,AXON,Chennai,34,Joined
11918,3672412,No,3.0,0,E1,30.0,25.0,-3.85,No,No,Male,Direct,10,AXON,Chennai,34,Joined
11919,3672431,No,21.189619305179946,0,E0,74.0,74.0,0.0,No,No,Female,Direct,0,BSERV,Hyderabad,34,Joined
11920,3672499,No,1.0,0,E1,60.71,60.71,0.0,Yes,No,Female,Employee Referral,3,ETS,Noida,34,Joined
11921,3672581,No,0.0,0,E2,6.67,2.67,-3.75,No,No,Female,Employee Referral,6,INFRA,Bangalore,34,Joined
11922,3672589,No,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Male,Direct,2,BSERV,Noida,34,Joined
11923,3672632,No,21.189619305179946,0,E0,25.2,25.2,0.0,No,Yes,Male,Direct,3,BSERV,Coimbatore,34,Joined
11925,3673053,No,21.189619305179946,0,E0,29.63,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,1,BSERV,Hyderabad,34,Not Joined
11927,3679907,Yes,21.189619305179946,0,E1,60.0,40.0,-12.5,No,No,Male,Direct,4,BSERV,Chennai,34,Joined
11928,3680621,No,31.0,30,E1,50.0,59.09,6.06,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
11931,3680871,No,18.0,30,E1,0.0,0.0,0.0,No,No,Male,Direct,4,BFSI,Chennai,34,Joined
11932,3680937,No,16.0,30,E2,40.85,40.85,0.0,No,Yes,Male,Employee Referral,5,INFRA,Noida,34,Joined
11933,3681048,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11934,3681058,Yes,21.189619305179946,0,E1,42.86,42.86,0.0,No,No,Male,Direct,0,SALES,Noida,34,Joined
11935,3681080,No,4.0,30,E2,53.85,46.15,-5.0,No,No,Male,Direct,6,INFRA,Mumbai,34,Joined
11936,3681231,No,28.0,75,E2,29.15,23.0,-4.76,No,No,Male,Direct,9,CSMP,Noida,34,Joined
11937,3681247,Yes,27.0,60,E2,23.08,12.82,-8.33,No,No,Female,Employee Referral,6,CSMP,Noida,34,Joined
11938,3681348,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11939,3681365,No,6.0,90,E2,41.18,14.71,-18.75,No,No,Male,Direct,5,AXON,Noida,34,Joined
11941,3681972,No,4.0,45,E1,44.74,17.11,-19.09,No,No,Male,Agency,3,ERS,Chennai,34,Not Joined
11942,3681978,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11944,3681999,No,9.0,0,E1,50.0,48.33,-1.11,No,No,Male,Agency,3,ERS,Chennai,34,Joined
11945,3682006,No,2.0,0,E2,35.0,32.67,-1.73,No,Yes,Male,Direct,5,INFRA,Mumbai,34,Joined
11947,3682060,No,10.0,30,E1,58.73,42.86,-10.0,No,No,Male,Agency,1,ERS,Bangalore,34,Not Joined
11948,3682063,No,4.0,30,E1,-2.17,-2.17,0.0,No,No,Male,Agency,1,ERS,Bangalore,34,Joined
11951,3682328,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11952,3682340,No,1.0,30,E2,8.33,13.33,4.62,No,No,Male,Employee Referral,6,INFRA,Chennai,34,Joined
11953,3682353,Yes,21.189619305179946,0,E0,65.66,42.86,-13.76,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11954,3682413,No,4.0,60,E2,4.76,4.76,0.0,No,No,Male,Employee Referral,5,BFSI,Gurgaon,34,Joined
11955,3685310,No,4.0,0,E1,42.86,42.86,0.0,No,No,Male,Agency,1,ERS,Bangalore,34,Joined
11956,3685341,No,6.0,30,E1,-6.25,-6.25,0.0,No,No,Male,Agency,1,ERS,Bangalore,34,Joined
11958,3685372,No,1.0,0,E1,22.22,25.0,2.27,No,No,Male,Agency,1,ERS,Bangalore,34,Joined
11959,3685413,No,7.0,30,E1,60.71,60.71,0.0,No,No,Male,Agency,1,ERS,Bangalore,34,Joined
11960,3685447,No,7.0,0,E1,38.89,25.0,-10.0,No,No,Male,Agency,2,ERS,Bangalore,34,Joined
11961,3685610,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11962,3685621,No,21.189619305179946,0,E1,0.0,0.0,0.0,No,No,Male,Direct,4,CORP,Noida,34,Joined
11963,3685640,Yes,21.189619305179946,0,E0,3.07,3.07,0.0,No,No,Male,Direct,1,BSERV,Chennai,34,Joined
11965,3685993,No,21.189619305179946,0,E1,29.63,37.77201584732044,-2.0789156941299427,Yes,No,Male,Employee Referral,0,BSERV,Hyderabad,34,Not Joined
11967,3686078,No,4.0,0,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,2,INFRA,Noida,34,Joined
11968,3686140,No,6.0,30,E1,44.0,40.0,-2.78,No,No,Male,Direct,2,CSMP,Noida,34,Joined
11969,3686153,No,5.0,0,E1,45.83,41.67,-2.86,No,No,Female,Direct,2,CSMP,Noida,34,Joined
11971,3686377,No,21.189619305179946,60,E1,41.83766269635767,55.26,-2.0789156941299427,No,No,Male,Direct,4,ERS,Bangalore,34,Not Joined
11972,3686497,Yes,21.189619305179946,60,E1,42.86,35.71,-5.0,No,No,Male,Agency,7,BSERV,Chennai,34,Joined
11973,3686582,No,2.0,0,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,3,INFRA,Noida,34,Joined
11975,3686882,No,3.0,0,E2,42.86,42.86,0.0,No,No,Female,Employee Referral,9,INFRA,Noida,34,Joined
11976,3686888,No,21.189619305179946,0,E1,40.0,33.33,-4.76,No,No,Female,Direct,4,BSERV,Chennai,34,Joined
11977,3686900,No,2.0,0,E1,41.83766269635767,30.95,-2.0789156941299427,No,No,Male,Employee Referral,3,ERS,Bangalore,34,Not Joined
11978,3686998,Yes,21.189619305179946,0,E0,31.58,21.05,-8.0,No,No,Female,Direct,3,BSERV,Pune,34,Joined
11979,3687033,No,1.0,0,E2,73.33,77.78,2.56,No,Yes,Male,Employee Referral,4,INFRA,Bangalore,34,Joined
11980,3687051,Yes,15.0,0,E1,75.0,75.0,0.0,Yes,Yes,Male,Agency,3,Healthcare,Noida,34,Joined
11981,3687057,Yes,1.0,0,E1,59.39,30.41,-18.18,Yes,No,Male,Direct,2,ERS,Chennai,34,Joined
11982,3687058,No,10.0,30,E1,40.0,40.0,0.0,No,No,Male,Direct,3,INFRA,Mumbai,34,Joined
11983,3687178,No,3.0,30,E1,40.0,40.0,0.0,No,No,Male,Direct,3,INFRA,Noida,34,Joined
11984,3687179,No,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Male,Direct,2,BSERV,Noida,34,Joined
11985,3687190,No,21.189619305179946,0,E2,27.19,27.19,0.0,No,No,Female,Direct,6,CORP,Chennai,34,Joined
11986,3687360,Yes,21.189619305179946,0,E0,29.63,29.63,0.0,No,No,Male,Direct,3,BSERV,Pune,34,Joined
11987,3691123,No,3.0,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,CSMP,Noida,34,Joined
11988,3691217,No,5.0,30,E2,50.0,50.0,0.0,No,No,Male,Direct,4,INFRA,Chennai,34,Joined
11989,3691231,No,28.0,60,E2,27.91,27.91,0.0,No,No,Male,Direct,3,INFRA,Chennai,34,Joined
11991,3691362,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11992,3691374,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11993,3691427,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11994,3691472,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11995,3691532,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11996,3691535,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11997,3691560,No,21.189619305179946,0,E1,28.57,20.0,-6.67,No,No,Female,Direct,4,BSERV,Chennai,34,Not Joined
11998,3691566,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11999,3691577,Yes,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
12000,3691592,No,21.189619305179946,0,E0,9.6,-2.4,-10.95,No,No,Female,Direct,0,BSERV,Hyderabad,34,Joined
12002,3691730,Yes,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Female,Direct,2,BSERV,Noida,34,Joined
12003,3691779,No,21.189619305179946,0,E0,9.6,9.6,0.0,No,No,Female,Employee Referral,0,BSERV,Hyderabad,34,Joined
12004,3691790,No,1.0,30,E3,37.06,21.83,-11.11,Yes,No,Male,Employee Referral,10,ERS,Noida,34,Joined
12007,3692092,Yes,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12008,3692284,No,2.0,0,E1,48.15,29.63,-12.5,No,No,Male,Employee Referral,3,INFRA,Hyderabad,34,Joined
12009,3692297,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12010,3692340,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12011,3692351,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12012,3692387,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
12013,3692430,Yes,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
12014,3692432,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
12015,3692446,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12016,3692470,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
12017,3692472,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Coimbatore,34,Joined
12018,3692485,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12019,3692510,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Coimbatore,34,Joined
12020,3692641,Yes,8.0,30,E1,32.95,32.95,0.0,No,No,Male,Direct,3,INFRA,Mumbai,34,Joined
12021,3695519,No,21.189619305179946,0,E0,23.08,12.77,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
12022,3699004,No,0.0,0,E1,38.16,38.16,0.0,No,No,Male,Agency,3,ERS,Chennai,34,Joined
12023,3699027,No,21.189619305179946,45,E1,52.94,52.94,0.0,No,No,Male,Direct,3,ETS,Noida,34,Not Joined
12027,3699807,Yes,21.189619305179946,0,E1,32.5,32.5,0.0,Yes,Yes,Male,Direct,4,BSERV,Hyderabad,34,Joined
12028,3699882,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Female,Direct,0,BSERV,Noida,34,Joined
12029,3699960,Yes,5.0,0,E2,19.36,19.36,0.0,No,No,Female,Direct,7,BFSI,Chennai,34,Joined
12030,3699965,No,0.0,30,E1,63.04,50.0,-8.0,No,No,Female,Agency,3,ERS,Bangalore,34,Joined
12032,3700174,Yes,1.0,30,E1,30.43,34.78,3.33,No,Yes,Male,Direct,4,EAS,Chennai,34,Joined
12033,3700186,No,21.189619305179946,60,E2,37.68,30.43,-5.26,No,No,Male,Agency,4,BSERV,Chennai,34,Joined
